Toode;Maht_ml;Protsent;Etanool;Etanool/€;Pood;Hind;Uuendatud;Link
Gaseeritud puuviljavein Rabarbra Brut Organic 11%vol 0,2l;200.0;11.0;22.0;4.593;Rimi;4.79;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/11f36b7b-76a2-407a-bb19-7ecd8f055664/gaseeritud-puuviljavein-rabarbra-brut-organic-11percentvol-02l
Kaitstud päritolunimetusega aromaatne kvaliteetvahuvein Martini Prosecco 11,5%vol 0,2l;200.0;11.5;23.0;4.432;Rimi;5.19;2025-11-12 08:14:00;https://ostukorvid.ee/tooted/637baa6f-394a-40d0-af7d-2ae7eb8ecfe6/kaitstud-paritolunimetusega-aromaatne-kvaliteetvahuvein-martini-prosecco-115percentvol-02l
Kaitstud päritolunimetusega kvaliteetvahuvein Zonin Asti 7%vol 0,75l;750.0;7.0;52.5;4.379;Rimi;11.99;2025-11-12 08:22:00;https://ostukorvid.ee/tooted/f9f6937e-0bb5-4dee-9a5a-d50244d47ecf/kaitstud-paritolunimetusega-kvaliteetvahuvein-zonin-asti-7percentvol-075l
Vein Saint Clair Sauvignon Blanc 13% 0,75l;750.0;13.0;97.5;4.335;Rimi;22.49;2025-11-12 08:16:00;https://ostukorvid.ee/tooted/aadb7c86-7c59-4ad7-a633-e7f08931546c/vein-saint-clair-sauvignon-blanc-13percent-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Cava Clos Amador Brut Delicat Reserva 11,5%vol 0,2l;200.0;11.5;23.0;4.22;Rimi;5.45;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/93fd77c5-e485-42b5-a77e-73a4bfb73a3a/kaitstud-paritolunimetusega-kvaliteetvahuvein-cava-clos-amador-brut-delicat-reserva-115percentvol-02l
Romeo Bellini Peach Frizzante 5.9% vol 0.75L aromatiseeritud veinikokteil;750.0;5.9;44.25;4.218;Coop;10.49;2025-11-12 06:16:00;https://ostukorvid.ee/tooted/e2511eb6-ebb6-48fe-adf4-e3c36ef2709d/romeo-bellini-peach-frizzante-59percent-vol-075l-aromatiseeritud-veinikokteil
NUDIST Rabarbra rabarberivahuvein 8% 20cl (kuiv, roosa);200.0;8.0;16.0;4.061;Kaupmees;3.94;2025-11-12 06:22:00;https://ostukorvid.ee/tooted/91ea3782-46e3-44ad-a9ff-4c49fb911dee/nudist-rabarbra-rabarberivahuvein-8percent-20cl-kuiv-roosa
Kaitstud päritolunimetusega vein Sensi Prosecco 18K Brut 11%vol 0,75l;750.0;11.0;82.5;4.026;Rimi;20.49;2025-11-12 08:13:00;https://ostukorvid.ee/tooted/582eea9c-83c1-4107-8b52-b2eb3e9f5b3c/kaitstud-paritolunimetusega-vein-sensi-prosecco-18k-brut-11percentvol-075l
Vein Tissot-Maire Crémant du Jura Blanc-de Noirs 12%vol 0,75l;750.0;12.0;90.0;4.02;Rimi;22.39;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/57ac0558-fd2e-4f1e-ae6c-8e0ea7877eae/vein-tissot-maire-cremant-du-jura-blanc-de-noirs-12percentvol-075l
Vein Tissot-Maire Crémant du Jura Blanc de Blancs 12%vol 0,75l;750.0;12.0;90.0;4.02;Rimi;22.39;2025-11-12 08:08:00;https://ostukorvid.ee/tooted/20c7cdf0-6dfc-45cb-8ea2-2b9f3be1b388/vein-tissot-maire-cremant-du-jura-blanc-de-blancs-12percentvol-075l
Vahuvein Vicar`s Choice Bubbles Sauvignon Blanc 12,5%vol 0,75l;750.0;12.5;93.75;3.991;Rimi;23.49;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/e5168437-e62e-4501-a3e8-b898d30b39d6/vahuvein-vicars-choice-bubbles-sauvignon-blanc-125percentvol-075l
Kaitstud päritolunimetusega vein Grimaldi Barbesco Manzola punane kuiv 15%vol 0,75l;750.0;15.0;112.5;3.935;Rimi;28.59;2025-11-12 08:18:00;https://ostukorvid.ee/tooted/766fb341-d218-4294-b493-5cdb71f97d91/kaitstud-paritolunimetusega-vein-grimaldi-barbesco-manzola-punane-kuiv-15percentvol-075l
KPN kv.vahuvein MARTINI ASTI 7,5% 1.5L;1500.0;7.5;112.5;3.815;Maxima;29.49;2025-11-12 05:21:00;https://ostukorvid.ee/tooted/defb4baa-cace-4da2-8396-5fc4d5de7990/kpn-kvvahuvein-martini-asti-75percent-15l
Gaseeritud puuviljavein Rabarbra 8%vol 0,2l;200.0;8.0;16.0;3.645;Rimi;4.39;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/89875f2f-ef30-4d8a-95ca-b6dd4277f395/gaseeritud-puuviljavein-rabarbra-8percentvol-02l
Kaitstud päritolunimetusega vein San Marzano Primitivo Di Manduria 14,5%vol 0,75l;750.0;14.5;108.75;3.247;Rimi;33.49;2025-11-12 08:25:00;https://ostukorvid.ee/tooted/b61afc9d-bce3-41ab-892c-25fa02306324/kaitstud-paritolunimetusega-vein-san-marzano-primitivo-di-manduria-145percentvol-075l
Champagne Charles de Cazanove Arlequin Brut 12% 750ml;750.0;12.0;90.0;2.904;Prisma;30.99;2025-04-16 15:21:00;https://ostukorvid.ee/tooted/a0955809-c97a-456a-8832-df5fd810f938/champagne-charles-de-cazanove-arlequin-brut-12percent-750ml
Champagne Charles de Cazanove Arlequin Brut 12% 750ml;750.0;12.0;90.0;2.82;Kaupmees;31.91;2025-11-12 06:21:00;https://ostukorvid.ee/tooted/a0955809-c97a-456a-8832-df5fd810f938/champagne-charles-de-cazanove-arlequin-brut-12percent-750ml
Kaitstud päritolunimetusega vein Zantho Beerenauslese 9,5%vol 0,375l;375.0;9.5;35.625;2.228;Rimi;15.99;2025-11-12 08:15:00;https://ostukorvid.ee/tooted/0aa413ed-bcdb-4216-afa1-f24ba9eb15b0/kaitstud-paritolunimetusega-vein-zantho-beerenauslese-95percentvol-0375l
Moet&Chandon Brut Imperial Champagne KPN kvaliteetvahuvein 12,5%vol 750ml;750.0;12.5;93.75;2.187;Hinnapomm;42.86;2025-11-12 07:11:00;https://ostukorvid.ee/tooted/6f3544ba-6922-4162-8266-a06910b76d3a/moetandchandon-brut-imperial-champagne-kpn-kvaliteetvahuvein-125percentvol-750ml
Taittinger Champagne Brut Reserve KPN Kvaliteetvahuvein 12,5% 0,75L;750.0;12.5;93.75;1.803;Kaupmees;52.01;2025-11-12 06:20:00;https://ostukorvid.ee/tooted/6ce13fa5-ca8b-4944-97df-7bde38f5b3bd/taittinger-champagne-brut-reserve-kpn-kvaliteetvahuvein-125percent-075l
Moet&Chandon Brut Imperial Champagne KPN kvaliteetvahuvein 12,5%vol 750ml;750.0;12.5;93.75;1.769;Prisma;52.99;2025-04-16 15:11:00;https://ostukorvid.ee/tooted/6f3544ba-6922-4162-8266-a06910b76d3a/moetandchandon-brut-imperial-champagne-kpn-kvaliteetvahuvein-125percentvol-750ml
Kaitstud päritolunimetusega kvaliteetvahuvein Mumm Cordon Rouge Brut 12,5%vol 0,75l;750.0;12.5;93.75;1.589;Rimi;58.99;2025-11-12 08:20:00;https://ostukorvid.ee/tooted/c6a729ae-a2c9-4982-8435-eb7337d4173e/kaitstud-paritolunimetusega-kvaliteetvahuvein-mumm-cordon-rouge-brut-125percentvol-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Moet & Chadon Brut Imperial 12%vol 0,75l;750.0;12.0;90.0;1.579;Rimi;56.99;2025-11-12 08:11:00;https://ostukorvid.ee/tooted/d540c848-5cfd-48d9-8dd6-eb1698b2d23f/kaitstud-paritolunimetusega-kvaliteetvahuvein-moet-and-chadon-brut-imperial-12percentvol-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Champagne Lanson Black Label Brut 12,5%vol 0,75l;750.0;12.5;93.75;1.563;Rimi;59.99;2025-11-12 08:19:00;https://ostukorvid.ee/tooted/f8e8b193-68f8-4c18-a45a-a2b3773c85de/kaitstud-paritolunimetusega-kvaliteetvahuvein-champagne-lanson-black-label-brut-125percentvol-075l
Taittinger Champagne Brut Reserve KPN Kvaliteetvahuvein 12,5% 0,75L;750.0;12.5;93.75;1.563;Prisma;59.99;2025-04-16 15:20:00;https://ostukorvid.ee/tooted/6ce13fa5-ca8b-4944-97df-7bde38f5b3bd/taittinger-champagne-brut-reserve-kpn-kvaliteetvahuvein-125percent-075l
Taittinger Champagne Brut Reserve KPN Kvaliteetvahuvein 12,5% 0,75L;750.0;12.5;93.75;1.476;Selver;63.52;2025-11-12 03:20:00;https://ostukorvid.ee/tooted/6ce13fa5-ca8b-4944-97df-7bde38f5b3bd/taittinger-champagne-brut-reserve-kpn-kvaliteetvahuvein-125percent-075l
Kaitstud päritolunimetusega kvaliteetvahuvein Taittinger Brut Reserve 12,5%vol 0,75l;750.0;12.5;93.75;1.443;Rimi;64.99;2025-11-12 08:17:00;https://ostukorvid.ee/tooted/05e4c227-7d13-4f2e-bcd7-168cfca06e0b/kaitstud-paritolunimetusega-kvaliteetvahuvein-taittinger-brut-reserve-125percentvol-075l
Vähese Alkoholisisaldusega Vein Vina Albali Blanco Low Alcohol 0,5% 750ml;750.0;0.5;3.75;0.626;Sumena;5.99;2025-11-12 07:14:00;https://ostukorvid.ee/tooted/164958bb-0708-4589-b253-9091cb9d5df0/vahese-alkoholisisaldusega-vein-vina-albali-blanco-low-alcohol-05percent-750ml
Vähese Alkoholisisaldusega Vein Vina Albali Tinto Low Alcohol 0,5% 750ml;750.0;0.5;3.75;0.626;Sumena;5.99;2025-11-12 07:20:00;https://ostukorvid.ee/tooted/85d9e3ab-aa5e-43aa-b182-f4c4d2654593/vahese-alkoholisisaldusega-vein-vina-albali-tinto-low-alcohol-05percent-750ml
DOM PERIGNON Champagne Brut 12,5% 75cl (kuiv, karbis);750.0;12.5;93.75;0.339;Kaupmees;276.46;2025-11-12 06:15:00;https://ostukorvid.ee/tooted/51038e07-2ab9-44b6-be33-2943b0e8163d/dom-perignon-champagne-brut-125percent-75cl-kuiv-karbis
DOM PERIGNON Champagne Brut 12,5% 75cl (kuiv, karbis);750.0;12.5;93.75;0.294;Prisma;319.0;2025-04-16 15:15:00;https://ostukorvid.ee/tooted/51038e07-2ab9-44b6-be33-2943b0e8163d/dom-perignon-champagne-brut-125percent-75cl-kuiv-karbis
